,이름,연식,주행거리,연료,배기량,색상,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격),가격,신차대비가격,링크
0,현대 그랜저HG 300,201306,180900,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,3,1981920,0,0,8200000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161935&gubun=K
1,현대 그랜저 뉴,200908,265753,1,2656,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,3274363,6,2834910,3990000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161119&gubun=K
3,현대 그랜저HG 300,201202,111306,2,2999,0,1,1,1,1,1,1,0,1,0,1,1,5,0,0,0,0,2,5660104,1,3830176,7490000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161923&gubun=K
4,현대 그랜저HG 300,201302,102801,2,2999,0,0,0,1,1,0,1,0,0,0,1,1,4,0,0,0,0,7,11149558,3,8119080,9900000,30,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162103&gubun=K
5,현대 그랜저HG 240,201303,76579,2,2359,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,5,8925726,6,4576700,10500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162053&gubun=K
6,현대 그랜저HG 240,201605,76890,2,2359,1,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,2,1227525,2,2336609,13300000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162171&gubun=K
8,현대 그랜저HG 300,201305,82342,2,2999,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,0,1,336408,1,1055570,10500000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162813&gubun=K
9,현대 그랜저HG 240,201301,82672,2,2359,1,0,1,1,0,1,1,0,1,0,1,1,2,0,0,0,0,4,7614774,1,4679400,11500000,38,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162884&gubun=K
10,현대 그랜저IG 3.0,201903,17856,2,2999,4,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,12082770,2,8686880,21490000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163149&gubun=K
18,현대 그랜저IG 2.4,201801,94976,2,2359,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,21500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153763&gubun=K
19,현대 그랜저HG 300,201311,33747,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,1,286980,1,464400,15500000,47,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163327&gubun=K
20,현대 그랜저HG 300,201306,180900,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,3,1981920,0,0,8200000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161935&gubun=K
21,현대 그랜저 뉴,200908,265753,1,2656,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,3274363,6,2834910,3990000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161119&gubun=K
23,현대 그랜저HG 300,201202,111306,2,2999,0,1,1,1,1,1,1,0,1,0,1,1,5,0,0,0,0,2,5660104,1,3830176,7490000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161923&gubun=K
24,현대 그랜저HG 300,201302,102801,2,2999,0,0,0,1,1,0,1,0,0,0,1,1,4,0,0,0,0,7,11149558,3,8119080,9900000,30,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162103&gubun=K
25,현대 그랜저HG 240,201303,76579,2,2359,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,5,8925726,6,4576700,10500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162053&gubun=K
26,현대 그랜저HG 240,201605,76890,2,2359,1,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,2,1227525,2,2336609,13300000,43,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162171&gubun=K
28,현대 그랜저HG 300,201305,82342,2,2999,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,0,1,336408,1,1055570,10500000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162813&gubun=K
29,현대 그랜저HG 240,201301,82672,2,2359,1,0,1,1,0,1,1,0,1,0,1,1,2,0,0,0,0,4,7614774,1,4679400,11500000,38,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162884&gubun=K
30,현대 그랜저IG 3.0,201903,17856,2,2999,4,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,12082770,2,8686880,21490000,55,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163149&gubun=K
38,현대 그랜저IG 2.4,201801,94976,2,2359,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,21500000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153763&gubun=K
39,현대 그랜저HG 300,201311,33747,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,1,286980,1,464400,15500000,47,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163327&gubun=K
40,현대 더 뉴,201912,29382,2,2497,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,546717,0,0,32900000,89,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163111&gubun=K
51,현대 그랜저 뉴,200807,179912,2,2656,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10,10642824,3,2801664,2700000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161789&gubun=K
52,현대 그랜저 뉴,200803,105458,2,2656,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,7,6688210,7,4019755,2990000,9,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161790&gubun=K
54,현대 그랜저HG 300,201103,185985,2,2999,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,7,8535641,4,5912111,5500000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162749&gubun=K
56,현대 그랜저 뉴,200906,158682,2,2656,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,3,1592356,2,3911568,3200000,10,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163365&gubun=K
59,현대 그랜저IG 3.0,201807,52829,2,2999,2,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,27700000,71,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153188&gubun=K
61,현대 그랜저IG 3.0,201707,56247,1,2999,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,22300000,77,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158960&gubun=K
63,현대 더 뉴,202101,19910,2,3342,4,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,36890000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161417&gubun=K
72,현대 더 뉴,202005,18500,2,2497,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,37300000,90,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160753&gubun=K
73,현대 더 럭셔리,200910,117484,2,2656,3,0,0,1,0,0,1,0,1,0,1,1,3,0,0,0,0,7,7716744,3,8930820,4600000,13,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162384&gubun=K
75,현대 그랜저IG 2.4,201805,71263,2,2359,5,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,4,6082166,4,3050194,20600000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162928&gubun=K
83,현대 그랜저IG 2.4,201711,69999,2,2359,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,12323160,0,0,17900000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160919&gubun=K
84,현대 더 뉴,202008,24000,2,2497,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,31500000,93,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160954&gubun=K
85,현대 더 뉴,202003,29999,2,2497,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,30990000,92,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161438&gubun=K
86,현대 그랜저IG 2.4,201807,95000,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,3,1891946,0,0,16800000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163040&gubun=K
87,현대 그랜저IG 3.0,201703,81000,2,2999,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,2,2396162,17900000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163042&gubun=K
88,현대 그랜저HG 300,201103,137000,2,2999,0,0,0,1,1,1,1,1,1,0,1,1,4,0,0,0,0,12,12598961,12,8252088,6500000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163039&gubun=K
89,현대 그랜저IG 2.4,201710,53000,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,2,11563000,17800000,57,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163041&gubun=K
91,현대 그랜저IG 2.4,201701,112000,2,2359,1,1,1,1,1,1,1,0,1,0,1,1,3,0,0,0,0,3,2602949,3,1778290,18000000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154394&gubun=K
92,현대 그랜저IG 3.0,201811,57354,1,2999,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,23000000,79,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156666&gubun=K
93,현대 그랜저IG 2.4,201808,47529,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,346738,0,0,23600000,69,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160873&gubun=K
95,현대 더 뉴,202007,6962,2,2497,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,35900000,97,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162731&gubun=K
96,현대 그랜저HG ,201301,106973,2,2359,1,0,1,1,1,1,1,0,1,0,1,1,6,0,0,0,0,0,0,0,0,6000000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2059664&gubun=K
97,현대 그랜저HG 300,201205,82676,2,2999,1,0,1,1,1,1,1,0,1,0,1,1,4,0,0,0,0,1,856160,1,684920,10800000,30,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160022&gubun=K
98,현대 그랜저HG 240,201202,125337,2,2359,0,0,0,1,1,1,1,0,1,0,0,1,4,1,0,0,0,7,27812779,5,10372790,4500000,15,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156378&gubun=K
100,현대 그랜저HG 300,201106,158350,2,2999,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,7,5949829,4,4433260,5690000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151906&gubun=K
101,현대 그랜저IG 3.0,201611,53780,2,2999,0,0,1,1,1,1,1,1,1,1,1,1,8,1,0,0,0,4,26040858,1,2866500,19500000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154988&gubun=K
103,현대 그랜저IG 3.0,201807,18335,2,2999,0,0,0,1,1,1,1,1,1,1,1,1,4,1,0,0,0,2,549070,2,2128246,21990000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155335&gubun=K
104,현대 그랜저HG 300,201210,98992,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,4,12514155,3,4799651,8990000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155349&gubun=K
105,현대 그랜저HG 240,201106,73494,2,2359,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,2,2272434,2,13850998,7800000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156516&gubun=K
107,현대 그랜저HG 240,201103,97593,2,2359,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,2,5030626,3,2055304,7990000,26,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161761&gubun=K
108,현대 그랜저IG 3.0,201705,72087,2,2999,2,1,1,1,1,1,1,0,1,0,1,1,4,1,0,0,0,2,15315060,0,0,17700000,49,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162573&gubun=K
114,현대 더 뉴,202103,21122,2,2497,1,1,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,31200000,84,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163362&gubun=K
117,현대 그랜저IG 3.0,201701,81379,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,2,1890902,17500000,64,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162522&gubun=K
119,현대 그랜저IG 3.0,201907,53678,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,3,2230430,1,465430,18800000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163213&gubun=K
120,현대 그랜저HG 300,201106,187315,2,2999,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,6,7516085,2,1113520,5700000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163337&gubun=K
121,현대 그랜저IG 3.3,201803,77232,2,3342,2,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1233530,1,682950,19390000,44,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163505&gubun=K
122,현대 그랜저HG 300,201507,156383,2,2999,0,0,0,0,1,1,1,0,1,0,1,1,6,0,0,0,0,0,0,1,402280,11500000,31,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163600&gubun=K
123,현대 그랜저HG 220,201505,209653,0,2199,0,0,0,1,1,0,1,0,1,0,0,1,3,0,0,0,0,5,3407684,2,2883548,8400000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157237&gubun=K
124,현대 그랜저IG 3.0,201612,95766,2,2999,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,6114416,2,3346260,17300000,48,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160342&gubun=K
125,현대 그랜저HG 240,201308,119169,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,7,1,0,0,0,5,29594516,2,1655060,7200000,24,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160307&gubun=K
126,현대 그랜저IG 2.4,201701,86660,2,2359,0,0,0,1,1,0,1,0,1,0,1,1,2,0,0,0,0,2,27068730,1,11890000,14490000,42,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160447&gubun=K
127,현대 그랜저HG 300,201109,163439,2,2999,0,0,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,3,1985988,2,901480,5900000,17,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160443&gubun=K
128,현대 그랜저IG 2.4,201701,67552,2,2359,2,0,0,1,1,0,1,0,1,0,1,1,4,0,0,0,0,1,0,2,459438,14800000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161275&gubun=K
129,현대 그랜저HG 300,201205,106369,2,2999,1,0,0,1,1,0,1,0,1,0,1,1,3,0,0,0,0,7,6817294,2,447008,7300000,20,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161278&gubun=K
130,현대 그랜저IG 3.0,201803,187298,1,2999,1,0,0,1,1,0,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,12900000,45,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161853&gubun=K
131,현대 그랜저HG 240,201211,142574,2,2359,1,0,1,1,1,1,1,0,1,0,1,1,5,0,0,0,0,4,2208859,3,1793246,9900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162064&gubun=K
133,현대 그랜저HG 300,201303,179592,2,2999,0,0,0,1,1,1,1,1,1,1,1,1,4,0,0,0,0,3,1611576,3,3471818,7990000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162499&gubun=K
134,현대 그랜저IG 3.0,201702,99119,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,2,1595629,0,0,18200000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162593&gubun=K
135,현대 그랜저HG 300,201102,170897,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,2,1582310,1,611988,6800000,19,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162619&gubun=K
137,현대 그랜저IG 2.4,201701,95759,2,2359,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,3,7060654,4,5848029,17000000,53,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163245&gubun=K
138,현대 그랜저HG 240,201407,111127,2,2359,0,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,7,11189443,4,6875373,9900000,33,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163566&gubun=K
139,현대 그랜저IG 2.4,201809,110308,2,2359,4,1,0,1,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,16100000,51,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163603&gubun=K
140,현대 그랜저HG 300,201104,175288,2,2999,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,6,11153338,0,0,5990000,16,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162705&gubun=K
143,현대 그랜저HG 300,201405,150000,2,2999,1,0,1,1,1,1,1,0,1,0,0,1,4,0,0,0,0,7,31363337,1,924600,6900000,21,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162626&gubun=K
144,현대 그랜저IG 2.4,201705,85276,2,2359,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,789118,2,1065281,16890000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162228&gubun=K
147,현대 그랜저HG 240,201106,187691,2,2359,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1187500,0,0,6900000,23,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159104&gubun=K
148,현대 그랜저TG Q270,200508,150419,2,2656,1,1,0,1,0,0,1,0,1,0,0,1,5,0,0,0,0,7,4984810,3,2352155,2600000,8,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161952&gubun=K
149,현대 그랜저IG 3.0,201706,129536,1,2999,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,685637,1,8146000,15900000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163487&gubun=K
150,현대 그랜저HG 220,201410,177078,0,2199,1,1,1,0,1,1,1,0,1,0,0,1,5,0,0,0,0,7,4175295,3,3636340,9800000,28,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160298&gubun=K
152,현대 그랜저IG 2.4,201711,57561,2,2359,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,7724873,1,8535968,19990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2143102&gubun=K
154,현대 그랜저HG 240,201107,200445,2,2359,1,1,1,1,1,0,0,0,0,0,1,1,8,0,0,0,0,5,7600109,2,1129378,7700000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155237&gubun=K
155,현대 그랜저IG 3.0,201804,110083,1,2999,1,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,1,0,1,0,16990000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155639&gubun=K
156,현대 그랜저HG 240,201302,79852,2,2359,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,6,4986535,1,648330,10800000,36,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157020&gubun=K
157,현대 그랜저HG 300,201207,121171,2,2999,0,1,1,1,1,0,1,0,1,0,1,1,3,0,0,0,0,8,5467220,0,0,8900000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157037&gubun=K
163,현대 그랜저HG 220,201510,113000,0,2199,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,2,854260,3,2832960,11400000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162849&gubun=K
164,현대 그랜저HG 220,201407,130000,0,2199,1,1,1,1,1,1,1,0,1,0,1,1,2,0,0,0,0,5,6294901,3,3890040,12500000,37,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162850&gubun=K
165,현대 그랜저HG 300,201104,126000,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,4,2990062,2,1985889,7500000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156264&gubun=K
173,현대 그랜저IG 3.0,201712,71477,2,2999,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,437428,1,1332460,24000000,61,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161304&gubun=K
174,현대 그랜저IG 2.4,201901,72388,2,2359,2,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,24800000,68,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161297&gubun=K
181,현대 그랜저HG 300,201101,64556,2,2999,3,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1220200,0,0,8900000,27,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163141&gubun=K
184,현대 그랜저HG 2.2,201407,206660,0,2199,0,0,0,1,1,1,1,0,1,0,0,1,3,0,0,0,0,2,1006698,2,1289107,8000000,25,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148897&gubun=K
192,현대 그랜저HG 240,201501,43255,2,2359,1,1,0,0,1,1,1,0,1,0,0,1,3,0,0,0,0,1,652878,0,0,16390000,54,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156286&gubun=K
193,현대 그랜저IG 2.4,201612,59765,2,2359,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,21000000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156553&gubun=K
196,현대 그랜저IG ,201811,75276,2,2999,0,0,0,1,1,1,1,0,1,0,1,1,3,0,0,0,0,0,0,1,852268,22500000,64,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157768&gubun=K
221,현대 더 뉴,201804,86265,0,2497,4,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,3153322,1,4282439,14900000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161751&gubun=K
224,현대 그랜드스타렉스 2.5,201506,92975,0,2497,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,9872048,2,4346058,13400000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163318&gubun=K
230,현대 더 뉴,201801,99614,0,2497,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,762040,0,0,18400000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140540&gubun=K
232,현대 뉴스타렉스 ,200604,215824,0,2497,3,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,2,2604926,2,3950464,3800000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147041&gubun=K
233,현대 더 뉴,201903,79382,0,2497,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,3,1902718,0,0,22300000,89,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158254&gubun=K
241,현대 더 뉴,201804,86265,0,2497,4,0,0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,1,3153322,1,4282439,14900000,58,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161751&gubun=K
244,현대 그랜드스타렉스 2.5,201506,92975,0,2497,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,9872048,2,4346058,13400000,63,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163318&gubun=K
250,현대 더 뉴,201801,99614,0,2497,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,762040,0,0,18400000,76,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2140540&gubun=K
252,현대 뉴스타렉스 ,200604,215824,0,2497,3,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,2,2604926,2,3950464,3800000,22,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147041&gubun=K
253,현대 더 뉴,201903,79382,0,2497,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,3,1902718,0,0,22300000,89,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158254&gubun=K
272,현대 그랜드스타렉스 2.5,201104,125000,0,2497,3,0,0,1,0,0,1,0,1,0,0,1,4,0,0,0,0,1,3060260,3,4686190,6900000,32,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160457&gubun=K
320,현대 아반떼AD ,201604,88221,0,1582,5,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,2228617,3,2249251,11200000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148464&gubun=K
321,현대 아반떼AD 1.6,201601,58107,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,5,0,0,0,0,3,9810872,2,7604708,9500000,46,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160060&gubun=K
322,현대 아반떼AD 1.6,201708,73879,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,2,0,0,0,0,6,11788411,3,4478871,8500000,50,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161376&gubun=K
323,현대 아반떼MD 1.6,201212,90187,2,1591,0,1,0,1,0,0,0,0,1,0,0,1,6,0,0,0,0,8,4924005,2,1817270,5900000,34,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162608&gubun=K
330,현대 아반떼AD 1.6,201510,59571,2,1591,3,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,4,1921376,2,2555430,14100000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149862&gubun=K
331,현대 아반떼MD 1.6,201201,125799,2,1591,4,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,4,3954029,0,0,6500000,35,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160557&gubun=K
332,현대 아반떼AD 1.6,201509,80000,2,1591,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,11800000,66,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162547&gubun=K
333,현대 아반떼AD 1.6,201510,72000,2,1591,0,0,0,1,1,1,1,0,1,0,1,1,4,0,0,0,0,1,152970,3,2064649,12800000,60,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162548&gubun=K
335,현대 아반떼AD 1.6,201804,27950,2,1591,5,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,13800000,75,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149068&gubun=K
336,현대 아반떼AD 1.6,201712,99500,2,1591,5,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,4728750,0,0,10900000,52,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151478&gubun=K
340,현대 아반떼AD ,201604,88221,0,1582,5,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,2228617,3,2249251,11200000,56,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2148464&gubun=K
