,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
86,86,기아 올 뉴 K7 2.4 프레스티지,차량번호 372구6273,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163127&gubun=K,2018.01,"37,829 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,740만원",57,유,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"5,360,426",0.0,0
87,87,기아 올 뉴 K7 3.3 노블레스,차량번호 13조0723,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158588&gubun=K,2016.06,"63,857 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,670만원",47,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,3.0,"5,231,214",3.0,"2,611,020"
88,88,기아 더 뉴 K7 2.4  프레스티지,차량번호 16모3192,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160177&gubun=K,2013.09,"87,374 km",가솔린,"2,359 cc (201마력)",흰색,만료,999만원,33,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,6.0,"6,993,493",4.0,"2,136,040"
89,89,기아 더 프레스티지 K7 3.0  노블레스,차량번호 31주3385,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161786&gubun=K,2011.05 (12년형),"89,055 km",가솔린,"2,999 cc (270마력)",회색,만료,650만원,16,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,4.0,"2,940,938",2.0,"5,304,861"
90,90,기아 올 뉴 K7  2.4 리미티드   ,차량번호 158소1727,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162946&gubun=K,2017.04,"50,277 km",가솔린,"2,359 cc (190마력)",회색,불가,"1,599만원",준비중,무,무,유,유,유,유,유,유,유,유,등록,5.0,1.0,0.0,0.0,0.0,2.0,"21,083,250",1.0,"4,562,300"
91,91,기아 K7 2.7  럭셔리,차량번호 26버7257,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161464&gubun=K,2010.04 (11년형),"174,711 km",가솔린,"2,656 cc (200마력)",검정색,만료,499만원,14,유,유,무,유,유,유,유,유,무,무,등록,0.0,0.0,0.0,0.0,0.0,4.0,"1,258,281",1.0,"395,626"
92,92,기아 올 뉴 K7 2.4  리미티드,차량번호 59소7043,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157622&gubun=K,2018.11,"22,797 km",가솔린,"2,359 cc (190마력)",은색,"60개월 / 100,000km","2,150만원",65,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,425,200",0.0,0
93,93,기아 K7 프리미어 2.5  X 에디션,차량번호 178가6707,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163299&gubun=K,2019.12 (20년형),"42,465 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","3,060만원",86,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
94,94,기아 K7 프리미어 3.0  시그니처,차량번호 158머4026,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163302&gubun=K,2019.10 (20년형),"41,803 km",가솔린,"2,999 cc (266마력)",흰색,"60개월 / 100,000km","3,490만원",91,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,654,396",0.0,0
95,95,기아 더 뉴 K7  2.4 프레스티지   ,차량번호 305로4247,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162226&gubun=K,2014.08 (15년형),"164,733 km",가솔린,"2,359 cc (201마력)",검정색,불가,930만원,31,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
96,96,기아 올 뉴 K7 3.3  노블레스,차량번호 16다0422,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162986&gubun=K,2016.06,"48,169 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,820만원",52,무,무,유,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,4.0,"6,503,231",1.0,"2,154,487"
97,97,기아 더 뉴 K7 2.4  프레스티지 스페셜,차량번호 53거1176,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163179&gubun=K,2013.02,"89,432 km",가솔린,"2,359 cc (201마력)",검정색,만료,"1,050만원",33,유,유,유,유,무,유,무,무,무,유,등록,2.0,0.0,0.0,0.0,0.0,5.0,"10,540,450",2.0,"1,065,497"
98,98,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 136오9635,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157127&gubun=K,2016.02,"322,000 km",LPG,"2,999 cc (235마력)",은색,정보없음,840만원,준비중,,,,,,,,,,,등록,,,,,,,,,
99,99,기아 K7 3.5 노블레스 프리미엄,차량번호 63보6919,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162135&gubun=K,2010.03,"61,000 km",가솔린,"3,470 cc (290마력)",은색,불가,860만원,20,유,유,유,유,유,유,유,유,무,유,등록,,,,,,,,,
100,100,기아 올 뉴 K7  3.0 LPi  프레스티지,차량번호 249로9978,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150697&gubun=K,2016.10,"191,334 km",LPG,"2,999 cc ()",청색,정보없음,"1,399만원",준비중,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
101,101,기아 올 뉴 K7  3.0 LPi 럭셔리,차량번호 106부1989,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2129003&gubun=K,2017.07,"92,703 km",LPG,"2,999 cc (235마력)",검정색,정보없음,"1,899만원",준비중,유,유,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
102,102,기아 올 뉴 K7  3.3 노블레스,차량번호 245가2470,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2134705&gubun=K,2016.04,"90,913 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,799만원",51,무,무,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,2.0,"1,245,293",0.0,0
103,103,기아 올 뉴 K7  3.0 LPi 럭셔리,차량번호 182노2897,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2142350&gubun=K,2017.11,"111,873 km",LPG,"2,999 cc (235마력)",갈색,정보없음,"1,699만원",준비중,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,160,592",1.0,"435,726"
104,104,기아 올 뉴 K7  3.0 LPi 럭셔리,차량번호 309어7964,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2146955&gubun=K,2017.05,"138,992 km",LPG,"2,999 cc (235마력)",검정색,정보없음,"1,699만원",준비중,무,무,유,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,3.0,"2,271,192",0.0,0
105,105,기아 올 뉴 K7  3.3 노블레스 스페셜,차량번호 289가1678,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159540&gubun=K,2017.08,"53,122 km",가솔린,"3,342 cc (290마력)",갈색,"60개월 / 100,000km","2,199만원",55,유,유,유,유,유,유,무,유,유,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"1,250,050",2.0,"1,029,553"
106,106,기아 올 뉴 K7 2.4 프레스티지,차량번호 372구6273,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163127&gubun=K,2018.01,"37,829 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,740만원",57,유,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"5,360,426",0.0,0
107,107,기아 올 뉴 K7 3.3 노블레스,차량번호 13조0723,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158588&gubun=K,2016.06,"63,857 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,670만원",47,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,3.0,"5,231,214",3.0,"2,611,020"
108,108,기아 더 뉴 K7 2.4  프레스티지,차량번호 16모3192,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160177&gubun=K,2013.09,"87,374 km",가솔린,"2,359 cc (201마력)",흰색,만료,999만원,33,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,6.0,"6,993,493",4.0,"2,136,040"
109,109,기아 더 프레스티지 K7 3.0  노블레스,차량번호 31주3385,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161786&gubun=K,2011.05 (12년형),"89,055 km",가솔린,"2,999 cc (270마력)",회색,만료,650만원,16,,,,,,,,,,,등록,3.0,0.0,0.0,0.0,0.0,4.0,"2,940,938",2.0,"5,304,861"
110,110,기아 올 뉴 K7  2.4 리미티드   ,차량번호 158소1727,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162946&gubun=K,2017.04,"50,277 km",가솔린,"2,359 cc (190마력)",회색,불가,"1,599만원",준비중,무,무,유,유,유,유,유,유,유,유,등록,5.0,1.0,0.0,0.0,0.0,2.0,"21,083,250",1.0,"4,562,300"
111,111,기아 K7 2.7  럭셔리,차량번호 26버7257,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161464&gubun=K,2010.04 (11년형),"174,711 km",가솔린,"2,656 cc (200마력)",검정색,만료,499만원,14,유,유,무,유,유,유,유,유,무,무,등록,0.0,0.0,0.0,0.0,0.0,4.0,"1,258,281",1.0,"395,626"
112,112,기아 올 뉴 K7 2.4  리미티드,차량번호 59소7043,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157622&gubun=K,2018.11,"22,797 km",가솔린,"2,359 cc (190마력)",은색,"60개월 / 100,000km","2,150만원",65,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,425,200",0.0,0
113,113,기아 K7 프리미어 2.5  X 에디션,차량번호 178가6707,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163299&gubun=K,2019.12 (20년형),"42,465 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","3,060만원",86,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
114,114,기아 K7 프리미어 3.0  시그니처,차량번호 158머4026,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163302&gubun=K,2019.10 (20년형),"41,803 km",가솔린,"2,999 cc (266마력)",흰색,"60개월 / 100,000km","3,490만원",91,유,유,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,654,396",0.0,0
115,115,기아 더 뉴 K7  2.4 프레스티지   ,차량번호 305로4247,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162226&gubun=K,2014.08 (15년형),"164,733 km",가솔린,"2,359 cc (201마력)",검정색,불가,930만원,31,무,유,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
116,116,기아 올 뉴 K7 3.3  노블레스,차량번호 16다0422,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162986&gubun=K,2016.06,"48,169 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,820만원",52,무,무,유,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,4.0,"6,503,231",1.0,"2,154,487"
117,117,기아 더 뉴 K7 2.4  프레스티지 스페셜,차량번호 53거1176,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163179&gubun=K,2013.02,"89,432 km",가솔린,"2,359 cc (201마력)",검정색,만료,"1,050만원",33,유,유,유,유,무,유,무,무,무,유,등록,2.0,0.0,0.0,0.0,0.0,5.0,"10,540,450",2.0,"1,065,497"
118,118,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 136오9635,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157127&gubun=K,2016.02,"322,000 km",LPG,"2,999 cc (235마력)",은색,정보없음,840만원,준비중,,,,,,,,,,,등록,,,,,,,,,
119,119,기아 K7 3.5 노블레스 프리미엄,차량번호 63보6919,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162135&gubun=K,2010.03,"61,000 km",가솔린,"3,470 cc (290마력)",은색,불가,860만원,20,유,유,유,유,유,유,유,유,무,유,등록,,,,,,,,,
120,120,기아 더 뉴 K7 3.0 GDI 프레스티지 스페셜,차량번호 386더7242,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2123093&gubun=K,2013.01,"90,000 km",가솔린,"2,999 cc (270마력)",검정색,만료,730만원,19,유,유,무,유,유,유,무,무,유,유,등록,,,,,,,,,
121,121,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 163더7328,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155874&gubun=K,2018.12 (19년형),"107,418 km",LPG,"2,999 cc ()",검정색,정보없음,"1,630만원",준비중,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,1.0,"452,568",0.0,0
122,122,기아 더 뉴 K7 3.0 프레스티지,차량번호 55오8964,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161636&gubun=K,2013.01,"101,370 km",가솔린,"2,999 cc (270마력)",흰색,만료,750만원,21,유,유,무,유,유,유,무,무,유,유,등록,5.0,1.0,0.0,0.0,0.0,3.0,"21,899,852",2.0,"1,190,948"
123,123,기아 더 프레스티지 K7 3.3 GDi 노블레스,차량번호 56구8692,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2147222&gubun=K,2012.06,"93,000 km",가솔린,"3,342 cc (294마력)",기타색상,만료,"1,000만원",25,유,무,무,유,유,유,무,무,무,유,등록,,,,,,,,,
124,124,기아 올 뉴 K7 하이브리드 2.4 HEV 프레스티지,차량번호 52라1749,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2149679&gubun=K,2018.08,"46,000 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,"60개월 / 100,000km","2,449만원",66,유,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"414,419",0.0,0
125,125,기아 더 뉴 K7 2.4 프레스티지,차량번호 18주1618,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154202&gubun=K,2012.12 (13년형),"115,833 km",가솔린,"2,359 cc (201마력)",검정색,만료,960만원,31,유,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,3.0,"6,833,748",7.0,"19,896,940"
126,126,기아 올 뉴 K7 2.2 디젤 프레스티지,차량번호 143오9644,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158333&gubun=K,2016.06,"82,741 km",디젤,"2,199 cc (202마력)",진회색,정보없음,"1,740만원",52,무,무,유,유,유,유,유,유,유,무,등록,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
127,127,기아 K7 프리미어 2.5 노블레스,차량번호 342라4576,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161326&gubun=K,2019.10 (20년형),"97,181 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","1,999만원",59,무,무,유,유,유,유,무,유,유,유,등록,2.0,0.0,0.0,0.0,0.0,3.0,"2,805,417",4.0,"8,081,796"
128,128,기아 올 뉴 K7 2.4  프레스티지,차량번호 357루5809,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161626&gubun=K,2018.03,"65,626 km",가솔린,"2,359 cc (190마력)",검정색,"60개월 / 100,000km","1,660만원",54,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
129,129,기아 K7 프리미어 2.5 프레스티지,차량번호 169거9728,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154422&gubun=K,2019.10 (20년형),"71,154 km",가솔린,"2,497 cc (198마력)",검정색,"60개월 / 100,000km","2,200만원",70,유,무,유,유,유,유,무,무,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,11.0,"11,459,734"
130,130,기아 올 뉴 K7 3.3 리미티드 에디션,차량번호 29나0257,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156842&gubun=K,2016.12 (17년형),"146,000 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,549만원",42,유,무,유,유,유,유,유,유,유,유,등록,1.0,0.0,0.0,0.0,0.0,2.0,"5,544,430",2.0,"1,646,380"
131,131,기아 올 뉴 K7 3.0 LPi 럭셔리,차량번호 37서3909,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2109000&gubun=K,2016.06,"42,223 km",LPG,"2,999 cc (235마력)",은색,정보없음,"1,719만원",준비중,무,무,유,유,유,유,무,유,무,무,등록,2.0,0.0,0.0,0.0,0.0,1.0,"312,236",2.0,"4,390,250"
132,132,기아 올 뉴 K7 2.4 리미티드,차량번호 337마4938,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159907&gubun=K,2017.03,"55,733 km",가솔린,"2,359 cc (190마력)",진회색,만료,"1,849만원",준비중,무,유,유,유,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,7.0,"9,851,816"
133,133,기아 올 뉴 K7 2.4 프레스티지,차량번호 115저9410,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160292&gubun=K,2016.10,"57,287 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,699만원",54,무,무,유,유,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,1.0,"1,334,718",0.0,0
134,134,기아 올 뉴 K7 2.4 프레스티지,차량번호 45로8021,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160305&gubun=K,2016.12,"75,658 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,590만원",51,무,무,유,유,무,무,무,무,무,유,등록,0.0,0.0,0.0,0.0,0.0,2.0,"2,884,479",4.0,"6,595,158"
135,135,기아 올 뉴 K7 3.3 리미티드 플러스,차량번호 357루5883,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160876&gubun=K,2018.03,"101,393 km",가솔린,"3,342 cc (290마력)",진회색,"60개월 / 100,000km","1,599만원",43,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"13,132,338",0.0,0
136,136,기아 올 뉴 K7 하이브리드 2.4 HEV 노블레스,차량번호 03루2582,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163633&gubun=K,2017.02,"87,600 km",가솔린 하이브리드,"2,359 cc (199마력)",검정색,만료,"2,550만원",63,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
137,137,기아 K7 3.5 노블레스 프리미엄,차량번호 35러8405,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162586&gubun=K,2010.06 (11년형),"144,601 km",가솔린,"3,470 cc (290마력)",흰색,만료,630만원,15,유,유,무,유,유,유,유,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,3.0,"1,865,998",1.0,"1,227,660"
138,138,기아 올 뉴 K7 3.3 노블레스,차량번호 58주0364,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162687&gubun=K,2016.05,"79,998 km",가솔린,"3,342 cc (290마력)",검정색,만료,"1,790만원",51,무,무,유,유,무,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
139,139,기아 올 뉴 K7 2.4 프레스티지,차량번호 184주1832,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163012&gubun=K,2018.09,"49,069 km",가솔린,"2,359 cc (190마력)",회색,"60개월 / 100,000km","1,679만원",55,유,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,1.0,"4,186,178",0.0,0
140,140,기아 올 뉴 K7 3.0 LPi 럭셔리,차량번호 103버4633,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163008&gubun=K,2016.09,"83,562 km",LPG,"2,999 cc (235마력)",검정색,정보없음,"1,589만원",준비중,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,7.0,"5,710,037",2.0,"2,655,610"
141,141,기아 올 뉴 K7 3.3 노블레스,차량번호 284조2694,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163256&gubun=K,2016.08,"91,172 km",가솔린,"3,342 cc (290마력)",기타색상,만료,"1,730만원",49,무,무,무,유,무,무,무,무,무,유,등록,4.0,0.0,0.0,0.0,0.0,4.0,"2,814,618",2.0,"5,304,098"
142,142,기아 올 뉴 K7 3.0 LPi 럭셔리,차량번호 324나6912,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163196&gubun=K,2018.09,"103,196 km",LPG,"2,999 cc (235마력)",검정색,"60개월 / 100,000km","1,470만원",54,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,2.0,"1,481,280"
143,143,기아 올 뉴 K7 2.4 프레스티지,차량번호 10서4239,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163203&gubun=K,2016.08,"58,271 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,659만원",53,무,무,무,유,무,무,무,무,무,유,등록,2.0,0.0,0.0,0.0,0.0,2.0,"3,853,548",2.0,"5,199,412"
144,144,기아 더 뉴 K7 2.4 프레스티지 스페셜,차량번호 22무1392,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155844&gubun=K,2013.03,"161,034 km",가솔린,"2,359 cc (201마력)",검정색,만료,770만원,24,무,유,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,5.0,"13,899,318",2.0,"2,475,507"
145,145,기아 K7 2.7 럭셔리,차량번호 50소9049,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160637&gubun=K,2010.01,"202,274 km",가솔린,"2,656 cc (200마력)",진회색,만료,479만원,14,무,무,유,무,무,유,무,유,무,무,등록,8.0,0.0,0.0,0.0,0.0,5.0,"2,065,660",1.0,"292,000"
146,146,기아 K7 2.4 디럭스 스페셜,차량번호 17수9043,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161407&gubun=K,2010.01,"181,231 km",가솔린,"2,359 cc (180마력)",흰색,만료,439만원,14,유,무,유,무,무,유,무,유,무,유,등록,6.0,0.0,0.0,0.0,0.0,9.0,"9,085,561",7.0,"5,176,278"
147,147,기아 더 뉴 K7 3.0  프레스티지,차량번호 18저1696,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162264&gubun=K,2013.06,"154,683 km",가솔린,"2,999 cc (270마력)",검정색,만료,750만원,21,무,무,무,유,유,유,무,무,유,유,등록,2.0,0.0,0.0,0.0,0.0,8.0,"13,939,236",4.0,"15,453,690"
148,148,기아 더 뉴 K7 3.0 LPi  프레스티지,차량번호 366머9619,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163319&gubun=K,2013.01,"150,938 km",LPG,"2,999 cc (235마력)",검정색,정보없음,890만원,준비중,,,,,,,,,,,등록,6.0,0.0,0.0,0.0,0.0,5.0,"3,103,982",1.0,"474,850"
149,149,기아 올 뉴 K7 3.0 LPi  프레스티지,차량번호 360라2891,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159341&gubun=K,2018.06,"41,000 km",LPG,"2,999 cc (235마력)",흰색,"60개월 / 100,000km","1,590만원",48,유,무,유,유,유,유,무,무,무,유,등록,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
150,150,기아 K7 2.7 럭셔리,차량번호 19우6701,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155316&gubun=K,2011.01,"114,000 km",가솔린,"2,656 cc (200마력)",흰색,만료,450만원,13,유,유,유,유,유,유,유,유,무,무,등록,5.0,0.0,0.0,0.0,0.0,3.0,"4,281,398",1.0,"1,240,000"
151,151,기아 더 뉴 K7  3.0 프레스티지 스페셜   ,차량번호 53보7684,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160643&gubun=K,2012.11 (13년형),"142,476 km",가솔린,"2,999 cc (270마력)",흰색,불가,"1,050만원",28,무,무,유,유,유,유,무,유,유,유,미등록,,,,,,,,,
152,152,기아 올 뉴 K7  3.3 리미티드 플러스   ,차량번호 39구9743,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163442&gubun=K,2017.04,"113,310 km",가솔린,"3,342 cc (290마력)",청색,불가,"1,990만원",53,유,유,유,유,유,유,유,유,유,유,미등록,,,,,,,,,
153,153,기아 K7  2.7 럭셔리  ,차량번호 58더8276,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2138406&gubun=K,2010.08 (11년형),"117,000 km",가솔린,"2,656 cc (200마력)",흰색,불가,500만원,14,무,유,유,무,무,유,무,유,무,무,미등록,,,,,,,,,
154,154,기아 K7  VG270 LPI 프레스티지  ,차량번호 192루4312,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159066&gubun=K,2011.01,"146,000 km",LPG,"2,656 cc (165마력)",흰색,불가,520만원,준비중,유,유,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
155,155,기아 올 뉴 K7  3.0 LPi 럭셔리   ,차량번호 342나4531,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153096&gubun=K,2017.07,"168,431 km",LPG,"2,999 cc (235마력)",검정색,불가,"1,520만원",준비중,무,무,유,유,유,유,무,유,무,유,미등록,,,,,,,,,
156,156,기아 K7 프리미어 2.5 X 에디션,차량번호 287라3684,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161575&gubun=K,2020.01,"61,000 km",가솔린,"2,497 cc (198마력)",진회색,"60개월 / 100,000km","2,850만원",80,무,무,유,유,유,유,유,유,유,유,등록,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
157,157,기아 더 뉴 K7  2.4 프레스티지 스페셜,차량번호 33주2666,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156058&gubun=K,2014.01,"99,506 km",가솔린,"2,359 cc (201마력)",진주색,만료,"1,279만원",40,무,유,유,유,유,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,1.0,"1,203,151",0.0,0
158,158,기아 올 뉴 K7 2.2 디젤 리미티드,차량번호 11라4909,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163446&gubun=K,2018.08,"50,105 km",디젤,"2,199 cc (202마력)",검정색,정보없음,"1,790만원",49,무,무,유,유,유,유,무,유,무,유,등록,1.0,1.0,0.0,0.0,0.0,3.0,"20,868,291",2.0,"8,140,000"
159,159,기아 올 뉴 K7 2.4 프레스티지,차량번호 322머8036,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163460&gubun=K,2016.02,"171,000 km",가솔린,"2,359 cc (190마력)",검정색,만료,"1,089만원",35,무,무,무,유,무,무,무,무,무,유,등록,2.0,0.0,0.0,0.0,0.0,1.0,"592,130",0.0,0
160,160,기아 올 뉴 K7 3.0 LPi  럭셔리,차량번호 120마2601,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163486&gubun=K,2016.05,"135,788 km",LPG,"2,999 cc ()",검정색,정보없음,"1,299만원",준비중,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,2.0,"1,931,898",0.0,0
161,161,기아 K7  2.4 디럭스 스페셜   ,차량번호 156고9759,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145042&gubun=K,2010.06 (11년형),"149,649 km",가솔린,"2,359 cc (180마력)",은색 (블랙),불가,890만원,28,무,무,유,무,유,유,유,유,무,유,미등록,,,,,,,,,
