,Unnamed: 0,이름,차량번호,링크,연식,주행거리,연료,배기량,색상,보증정보,가격,신차대비가격,옵션_선루프,옵션_파노라마선루프,옵션_열선앞,옵션_열선뒤,옵션_전방센서,옵션_후방센서,옵션_전방캠,옵션_후방캠,옵션_어라운드뷰,옵션_네비순정,보험이력등록,소유자변경횟수,사고상세_전손,사고상세_침수전손,사고상세_침수분손,사고상세_도난,보험_내차피해(횟수),보험_내차피해(가격),사고상세_타차가해(횟수),보험_타차피해(가격)
143,143,현대 아반떼 쿠페 2.0 프리미엄,차량번호 11소2748,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162816&gubun=K,2013.07 (14년형),"51,434 km",가솔린,"1,999 cc (175마력)",흰색,만료,770만원,37,유,무,유,무,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,2.0,"2,559,248",1.0,"343,878"
144,144,현대 더 뉴 아반떼AD 1.6  스마트,차량번호 240우8599,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163208&gubun=K,2019.06 (20년형),"43,611 km",가솔린,"1,598 cc (123마력)",흰색,"60개월 / 100,000km","1,259만원",70,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,"2,382,980",1.0,"4,198,000"
145,145,현대 올 뉴 아반떼 하이브리드 1.6 HEV  인스퍼레이션,차량번호 198다5168,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163422&gubun=K,2022.01,"4,616 km",가솔린 하이브리드,"1,580 cc (141마력)",흰색,"60개월 / 100,000km","2,640만원",93,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0
146,146,현대 아반떼AD  1.6 터보 DCT   ,차량번호 32거4836,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162231&gubun=K,2018.10,"72,578 km",가솔린,"1,591 cc (204마력)",검정색,가능,"1,890만원",87,무,무,유,무,유,유,무,유,무,유,미등록,,,,,,,,,
147,147,현대 아반떼AD 1.6  프리미엄,차량번호 53너7793,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160989&gubun=K,2018.08,"87,000 km",가솔린,"1,591 cc (132마력)",흰색,"60개월 / 100,000km","1,050만원",48,유,유,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,3.0,"14,421,802",3.0,"28,633,959"
148,148,현대 올 뉴 아반떼 1.6  모던,차량번호 171도3994,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163271&gubun=K,2021.03,"17,596 km",가솔린,"1,598 cc (123마력)",진회색,"60개월 / 100,000km","2,290만원",120,무,무,유,유,유,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
149,149,현대 아반떼MD  1.6 M16 모던  ,차량번호 260두6247,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2059663&gubun=K,2013.00,"58,162 km",가솔린,"1,600 cc (140마력)",흰색,불가,360만원,19,유,무,유,유,무,유,무,유,무,유,등록,,,,,,,,,
150,150,현대 아반떼AD 1.6 밸류 플러스,차량번호 10루8184,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163518&gubun=K,2017.05 (18년형),"50,000 km",가솔린,"1,591 cc (132마력)",진회색,"60개월 / 100,000km",999만원,59,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,4.0,"3,567,973",3.0,"5,993,079"
151,151,현대 아반떼AD 1.6 밸류 플러스,차량번호 135너5410,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2153775&gubun=K,2017.10 (18년형),"23,176 km",가솔린,"1,591 cc (132마력)",검정색,"60개월 / 100,000km","1,060만원",62,무,무,유,무,무,유,무,유,무,유,등록,6.0,0.0,0.0,0.0,0.0,0.0,0,1.0,"1,860,000"
152,152,현대 올 뉴 아반떼 하이브리드 1.6 HEV  인스퍼레이션,차량번호 185도1677,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159090&gubun=K,2021.01,"22,794 km",가솔린 하이브리드,"1,580 cc (141마력)",진회색,"60개월 / 100,000km","2,810만원",99,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,2.0,"7,189,233",0.0,0
153,153,현대 아반떼AD 1.6 GDi 밸류 플러스,차량번호 103무3854,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136419&gubun=K,2018.04,"35,882 km",가솔린,"1,591 cc (132마력)",흰색,"60개월 / 100,000km",899만원,53,무,무,유,무,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"11,398,340",0.0,0
154,154,현대 아반떼MD M16 GDi 프리미어,차량번호 276버2035,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2136420&gubun=K,2010.09 (11년형),"91,435 km",가솔린,"1,591 cc (140마력)",흰색,만료,320만원,17,유,무,유,유,무,유,무,유,무,무,등록,6.0,0.0,0.0,0.0,0.0,0.0,0,9.0,"9,600,985"
155,155,현대 아반떼AD 1.6 모던,차량번호 16러0870,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154366&gubun=K,2015.12 (16년형),"100,978 km",가솔린,"1,591 cc (132마력)",흰색,만료,930만원,48,유,무,유,무,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,1.0,"4,344,996",1.0,"643,510"
156,156,현대 아반떼AD 1.6 디젤 스마트 스페셜,차량번호 22오0627,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155352&gubun=K,2016.05,"61,904 km",디젤,"1,582 cc (136마력)",흰색,만료,899만원,42,무,무,유,무,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,1.0,"2,894,512",1.0,"946,380"
157,157,현대 아반떼AD 1.6 스마트,차량번호 143라8714,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156200&gubun=K,2015.10 (16년형),"97,858 km",가솔린,"1,591 cc (132마력)",흰색,만료,940만원,53,무,무,유,무,무,유,무,유,무,무,등록,2.0,0.0,0.0,0.0,0.0,2.0,"2,868,937",2.0,"1,447,761"
158,158,현대 아반떼AD 1.6 스마트,차량번호 64두0488,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158165&gubun=K,2016.10 (17년형),"90,424 km",가솔린,"1,591 cc (132마력)",흰색,만료,"1,080만원",59,무,무,유,무,무,유,무,유,무,유,등록,2.0,0.0,0.0,0.0,0.0,3.0,"8,070,026",3.0,"11,893,030"
159,159,현대 더 뉴 아반떼AD 1.6 스타일,차량번호 313수5646,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158321&gubun=K,2018.11 (19년형),"57,601 km",가솔린,"1,598 cc (123마력)",흰색,"60개월 / 100,000km","1,330만원",76,무,무,유,무,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
160,160,현대 아반떼MD 1.6  M16 프리미어,차량번호 61무7048,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162559&gubun=K,2011.01,"111,622 km",가솔린,"1,591 cc (140마력)",흰색,만료,499만원,27,유,무,유,유,무,유,무,유,무,무,등록,8.0,1.0,0.0,0.0,0.0,2.0,"14,000,700",2.0,"5,705,637"
161,161,현대 아반떼AD 1.6 디젤 스마트,차량번호 52버0702,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162554&gubun=K,2016.01,"101,467 km",디젤,"1,582 cc (136마력)",흰색,만료,799만원,40,유,무,유,무,무,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,7.0,"11,344,646",4.0,"4,477,276"
162,162,현대 아반떼AD 1.6  모던,차량번호 33소0741,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162555&gubun=K,2016.05,"100,798 km",가솔린,"1,591 cc (132마력)",검정색,만료,899만원,46,유,무,유,무,무,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,1.0,"9,075,575",2.0,"9,717,255"
163,163,현대 올 뉴 아반떼 1.6 스마트,차량번호 340주3385,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2158140&gubun=K,2020.11 (21년형),"13,409 km",가솔린,"1,598 cc ()",진회색,"60개월 / 100,000km","1,790만원",116,무,무,유,무,무,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,1.0,"1,100,489",0.0,0
164,164,현대 더 뉴 아반떼AD 1.6  스마트,차량번호 105나7762,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162251&gubun=K,2019.06 (20년형),"100,339 km",가솔린,"1,591 cc (123마력)",진회색,"60개월 / 100,000km","1,059만원",58,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,3.0,"8,391,380",0.0,0
165,165,현대 아반떼AD 1.6 프리미엄,차량번호 23부8904,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162501&gubun=K,2015.10 (16년형),"99,514 km",가솔린,"1,591 cc (132마력)",흰색,만료,"1,049만원",49,유,무,무,유,유,유,무,유,무,유,등록,3.0,0.0,0.0,0.0,0.0,2.0,"9,826,616",2.0,"7,637,205"
166,166,현대 더 뉴 아반떼 1.6 디젤 스타일,차량번호 45부4325,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162867&gubun=K,2014.12 (15년형),"102,779 km",디젤,"1,582 cc ()",흰색,만료,590만원,36,무,무,무,무,무,유,무,무,무,무,등록,4.0,0.0,0.0,0.0,0.0,1.0,"354,150",1.0,"2,745,869"
167,167,현대 아반떼AD 1.6 스타일,차량번호 29무4432,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2157795&gubun=K,2016.03,"47,034 km",가솔린,"1,591 cc (132마력)",검정색,만료,949만원,67,무,무,무,무,무,유,무,유,무,무,등록,5.0,0.0,0.0,0.0,0.0,1.0,"9,501,880",0.0,0
168,168,현대 아반떼AD 1.6 스타일,차량번호 250버4534,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159544&gubun=K,2016.06 (17년형),"136,536 km",가솔린,"1,591 cc ()",흰색,만료,840만원,59,무,무,유,무,무,유,무,유,무,무,등록,4.0,0.0,0.0,0.0,0.0,5.0,"8,186,829",2.0,"1,496,678"
169,169,현대 아반떼AD 1.6 프리미엄,차량번호 45거0173,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159933&gubun=K,2015.11 (16년형),"139,319 km",가솔린,"1,591 cc (132마력)",흰색,만료,850만원,40,무,무,유,유,유,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,5.0,"4,498,251",7.0,"7,494,079"
170,170,현대 더 뉴 아반떼 1.6 스마트,차량번호 61머9446,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160611&gubun=K,2013.12 (14년형),"105,401 km",가솔린,"1,591 cc (140마력)",흰색,만료,600만원,34,무,무,유,무,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"295,980",3.0,"3,032,350"
171,171,현대 더 뉴 아반떼 1.6 스타일,차량번호 206저3777,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161253&gubun=K,2015.05,"94,615 km",가솔린,"1,591 cc ()",흰색,만료,630만원,44,무,무,무,무,무,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,2.0,"465,708",0.0,0
172,172,현대 아반떼AD 1.6 터보 오리지널,차량번호 157다5819,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161339&gubun=K,2018.03,"31,138 km",가솔린,"1,591 cc (204마력)",청색,"60개월 / 100,000km","1,199만원",58,무,무,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
173,173,현대 아반떼AD 1.6 스타일,차량번호 16무0539,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162065&gubun=K,2015.12 (16년형),"91,473 km",가솔린,"1,591 cc (132마력)",진회색,만료,850만원,60,무,무,무,무,유,유,무,무,무,무,등록,1.0,0.0,0.0,0.0,0.0,3.0,"3,225,951",0.0,0
174,174,현대 더 뉴 아반떼 1.6 디젤 모던,차량번호 15모5458,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162352&gubun=K,2013.12 (14년형),"93,699 km",디젤,"1,582 cc (128마력)",흰색,만료,690만원,33,무,무,유,유,무,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,1.0,"3,926,875",3.0,"4,423,754"
175,175,현대 아반떼MD  1.6 M16 스마트   ,차량번호 67버2159,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2132015&gubun=K,2013.08 (14년형),"62,265 km",가솔린,"1,591 cc (140마력)",흰색,불가,790만원,46,무,무,유,무,무,유,무,유,무,무,미등록,,,,,,,,,
176,176,현대 아반떼MD 1.6 M16 럭셔리,차량번호 03두3113,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160723&gubun=K,2011.07 (12년형),"128,563 km",가솔린,"1,591 cc ()",흰색,만료,380만원,25,유,무,유,무,무,유,무,유,무,무,등록,4.0,0.0,0.0,0.0,0.0,6.0,"7,822,325",6.0,"2,808,680"
177,177,현대 아반떼AD 1.6 터보 M/T,차량번호 13라1176,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160424&gubun=K,2017.01,"127,400 km",가솔린,"1,591 cc ()",진회색,불가,980만원,49,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
178,178,현대 아반떼AD 1.6  스마트,차량번호 156로8498,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161666&gubun=K,2016.11 (17년형),"163,327 km",가솔린,"1,591 cc (132마력)",흰색,만료,929만원,50,무,무,유,무,무,유,무,유,무,무,등록,,,,,,,,,
179,179,현대 아반떼MD 1.6  M16 프리미어,차량번호 360라2824,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159328&gubun=K,2012.10 (13년형),"92,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,330만원,18,유,무,유,유,무,유,무,유,무,무,등록,6.0,0.0,0.0,0.0,0.0,3.0,"14,367,690",2.0,"6,880,440"
180,180,현대 아반떼AD 1.6  밸류 플러스,차량번호 338우5373,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159335&gubun=K,2017.12 (18년형),"9,700 km",가솔린,"1,591 cc (132마력)",흰색,"60개월 / 100,000km",920만원,54,무,무,유,무,무,유,무,무,무,유,등록,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
181,181,현대 아반떼AD 1.6 스타일,차량번호 360라2838,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155311&gubun=K,2016.02,"21,000 km",가솔린,"1,591 cc (132마력)",흰색,만료,690만원,48,무,무,무,무,유,유,무,무,무,무,등록,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
182,182,현대 아반떼MD 1.6  M16 모던,차량번호 64도7330,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159297&gubun=K,2012.09 (13년형),"83,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,320만원,17,유,무,유,유,무,유,무,유,무,유,등록,5.0,0.0,0.0,0.0,0.0,3.0,"6,683,348",1.0,"972,900"
183,183,현대 아반떼MD  1.6 M16 프리미어  ,차량번호 192루4319,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159064&gubun=K,2011.03,"125,100 km",가솔린,"1,591 cc (140마력)",흰색,불가,330만원,18,유,무,유,유,무,유,무,유,무,무,미등록,,,,,,,,,
184,184,현대 아반떼AD 1.6  스마트 스페셜,차량번호 24조0660,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161055&gubun=K,2016.04,"75,000 km",가솔린,"1,591 cc (132마력)",흰색,만료,860만원,45,무,무,유,무,무,유,무,유,무,유,등록,4.0,0.0,0.0,0.0,0.0,8.0,"16,003,096",2.0,"2,780,000"
185,185,현대 아반떼MD 1.6  M16 탑,차량번호 251소9793,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163209&gubun=K,2012.01,"107,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,320만원,16,유,무,유,유,무,유,무,유,무,유,등록,7.0,0.0,0.0,0.0,0.0,6.0,"12,255,586",1.0,"1,420,140"
186,186,현대 아반떼AD 1.6 디젤 프리미엄,차량번호 15주0642,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2155867&gubun=K,2015.12 (16년형),"82,282 km",디젤,"1,582 cc (136마력)",흰색,만료,"1,080만원",45,유,무,무,유,유,유,무,유,무,무,등록,6.0,0.0,0.0,0.0,0.0,7.0,"13,884,941",10.0,"7,722,111"
187,187,현대 아반떼AD 1.6 터보 익스트림 셀렉션,차량번호 63도3960,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160165&gubun=K,2016.06 (17년형),"117,698 km",가솔린,"1,591 cc (204마력)",흰색,만료,990만원,40,,,,,,,,,,,등록,6.0,1.0,0.0,0.0,0.0,1.0,"16,790,000",2.0,"982,246"
188,188,현대 아반떼AD 1.6 디젤 스마트,차량번호 32부8862,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150205&gubun=K,2015.10,"108,798 km",디젤,"1,582 cc (128마력)",검정색,만료,870만원,44,무,무,유,무,무,유,무,유,무,유,등록,,,,,,,,,
189,189,현대 아반떼AD 1.6 LPi 스타일,차량번호 111노1938,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2151369&gubun=K,2016.01,"108,984 km",LPG,"1,591 cc (120마력)",흰색,만료,899만원,56,,,,,,,,,,,등록,4.0,0.0,0.0,0.0,0.0,1.0,"3,503,770",0.0,0
190,190,현대 더 뉴 아반떼AD 1.6  스마트,차량번호 67구4138,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161512&gubun=K,2019.06 (20년형),"62,431 km",가솔린,"1,598 cc (123마력)",진회색,"60개월 / 100,000km","1,299만원",72,무,무,유,무,무,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,3.0,"6,008,167",3.0,"3,910,846"
191,191,현대 올 뉴 아반떼 1.6  모던,차량번호 257다1539,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162978&gubun=K,2021.01,"6,788 km",가솔린,"1,598 cc (123마력)",진회색,"60개월 / 100,000km","1,899만원",100,무,무,유,유,유,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
192,192,현대 아반떼AD 1.6 디젤  스마트,차량번호 18서0502,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161085&gubun=K,2016.07,"93,789 km",디젤,"1,582 cc (136마력)",청색,만료,"1,020만원",51,유,무,무,무,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"459,580",1.0,"830,160"
193,193,현대 아반떼AD 1.6 디젤  스마트,차량번호 39고0948,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161092&gubun=K,2016.01,"88,589 km",디젤,"1,582 cc (136마력)",흰색,만료,"1,020만원",51,무,무,무,무,무,유,무,유,무,무,등록,5.0,0.0,0.0,0.0,0.0,5.0,"2,284,863",3.0,"1,960,380"
194,194,현대 아반떼AD 1.6 디젤  스타일,차량번호 49나4958,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161094&gubun=K,2015.11 (16년형),"87,057 km",디젤,"1,582 cc (136마력)",회색,만료,"1,000만원",61,무,무,무,무,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
195,195,현대 아반떼MD 1.6 M16 탑,차량번호 46어9821,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161924&gubun=K,2011.07 (12년형),"130,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,490만원,25,,,,,,,,,,,등록,2.0,0.0,0.0,0.0,0.0,12.0,"19,514,490",6.0,"3,345,310"
196,196,현대 아반떼MD 1.6  M16 탑,차량번호 46부6745,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162853&gubun=K,2010.09 (11년형),"140,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,550만원,29,유,무,유,유,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,1.0,"1,000,000",0.0,0
197,197,현대 아반떼MD 1.6 M16 탑 스마트 팩,차량번호 18머3082,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2160122&gubun=K,2011.05 (12년형),"116,000 km",가솔린,"1,591 cc (140마력)",흰색,만료,710만원,준비중,무,무,유,유,무,유,무,유,무,무,등록,5.0,0.0,0.0,0.0,0.0,1.0,"871,620",1.0,"314,364"
198,198,현대 아반떼AD  1.6 터보 DCT   ,차량번호 28보0321,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159882&gubun=K,2016.08 (17년형),"71,000 km",가솔린,"1,591 cc (204마력)",흰색,불가,"1,790만원",82,,,,,,,,,,,미등록,,,,,,,,,
199,199,현대 더 뉴 아반떼AD 1.6 스마트,차량번호 257도2252,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2156259&gubun=K,2018.10 (19년형),"107,422 km",가솔린,"1,598 cc (123마력)",흰색,"60개월 / 100,000km","1,129만원",62,유,무,유,무,무,유,무,유,무,무,등록,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
200,200,현대 아반떼AD 1.6 GDi 밸류 플러스,차량번호 50수3351,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2145306&gubun=K,2017.01,"64,441 km",가솔린,"1,591 cc (132마력)",흰색,만료,720만원,42,무,무,유,무,무,유,무,유,무,무,등록,3.0,0.0,0.0,0.0,0.0,2.0,"699,990",0.0,0
201,201,현대 아반떼AD  1.6 터보 DCT   ,차량번호 19도8563,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162984&gubun=K,2018.06,"39,684 km",가솔린,"1,591 cc (204마력)",진회색,"60개월 / 100,000km","1,799만원",83,유,무,유,무,무,유,무,유,무,유,미등록,,,,,,,,,
202,202,현대 올 뉴 아반떼  1.6 인스퍼레이션,차량번호 169가3315,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2163087&gubun=K,2021.12 (22년형),"3,300 km",가솔린,"1,598 cc (123마력)",기타색상,"60개월 / 100,000km","2,500만원",104,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
203,203,현대 올 뉴 아반떼 1.6 인스퍼레이션,차량번호 282노7589,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162751&gubun=K,2020.09 (21년형),"8,188 km",가솔린,"1,598 cc (123마력)",기타색상,"60개월 / 100,000km","2,150만원",89,무,무,유,유,유,유,무,유,무,유,등록,,,,,,,,,
204,204,현대 아반떼AD  1.6 터보 M/T   ,차량번호 52나7235,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162387&gubun=K,2017.06 (18년형),"119,000 km",가솔린,"1,591 cc ()",흰색 (레드),불가,"1,290만원",65,,,,,,,,,,,미등록,,,,,,,,,
205,205,현대 아반떼AD 1.6  밸류 플러스,차량번호 21라8366,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2162337&gubun=K,2017.10 (18년형),"44,483 km",가솔린,"1,591 cc (132마력)",흰색,"60개월 / 100,000km",760만원,44,,,,,,,,,,,등록,,,,,,,,,
206,206,현대 아반떼 N  2.0 터보,차량번호 186고3250,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161936&gubun=K,2021.10 (22년형),"6,066 km",가솔린,"1,998 cc (280마력)",흰색,"60개월 / 100,000km","3,600만원",준비중,무,무,유,유,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,0,1.0,"717,453"
207,207,현대 올 뉴 아반떼 1.6 인스퍼레이션,차량번호 309다7369,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2154256&gubun=K,2020.04 (21년형),"20,222 km",가솔린,"1,598 cc (123마력)",흰색,"60개월 / 100,000km","2,360만원",98,유,무,유,유,유,유,무,유,무,유,등록,0.0,0.0,0.0,0.0,0.0,1.0,"581,534",1.0,"892,608"
208,208,현대 아반떼 N 2.0 터보,차량번호 100두9573,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159301&gubun=K,2022.03,"2,369 km",가솔린,"1,998 cc (280마력)",흰색,"60개월 / 100,000km","3,550만원",준비중,,,,,,,,,,,등록,1.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0
209,209,현대 아반떼AD 1.6  밸류 플러스,차량번호 288노1043,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2159423&gubun=K,2018.08,"70,724 km",가솔린,"1,591 cc (132마력)",흰색,"60개월 / 100,000km","1,390만원",82,무,무,무,무,무,유,무,유,무,유,등록,1.0,0.0,0.0,0.0,0.0,1.0,"311,760",0.0,0
210,210,현대 아반떼MD  1.6 M16 탑   ,차량번호 37러5275,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2150901&gubun=K,2010.11 (11년형),"102,713 km",가솔린,"1,591 cc (140마력)",흰색,불가,660만원,34,유,무,유,유,무,유,무,유,무,유,미등록,,,,,,,,,
211,211,현대 아반떼AD  1.6 터보 오리지널   ,차량번호 29무3549,https://www.bobaedream.co.kr/mycar/mycar_view.php?no=2161316&gubun=K,2017.04,"87,917 km",가솔린,"1,591 cc (204마력)",검정색,만료,"1,449만원",70,유,무,유,유,무,유,무,유,무,유,미등록,,,,,,,,,
